"ID","X","Y","Elevation","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
58,24.1680536509,-11.1312500000,1205.484,929.69,54486.7,929.69,54488.9,0.2,0.4%,56
59,24.1588994047,-11.1312500000,1201.931,1000,55486.7,1000,55488.9,0.2,0.4%,56
60,24.1497451584,-11.1312500000,1196.728,1000,56486.7,1000,56488.9,0.3,0.5%,56
61,24.1415302118,-11.1334697882,1192.978,930.38,57417.1,930.38,57419.3,0.2,0.4%,57
62,24.1331996932,-11.1354166667,1189.099,935.14,58352.2,935.15,58354.4,0.2,0.4%,58
63,24.1249486483,-11.1332819817,1181.654,931.74,59284,931.77,59286.2,0.5,0.8%,59
64,24.1166542317,-11.1312500000,1177.129,933.53,60217.5,933.54,60219.8,0.3,0.5%,61
65,24.1074999855,-11.1312500000,1178.251,1000,61217.5,1000,61219.8,0.1,0.1%,61
66,24.1001089260,-11.1270833333,1175.596,929.69,62147.2,929.69,62149.4,0.2,0.3%,63
67,24.0909548099,-11.1270833333,1179.514,1000,63147.2,1000,63149.5,0.2,0.4%,64
68,24.0828758216,-11.1296241784,1174.65,926.22,64073.4,926.23,64075.7,0.3,0.5%,65
69,24.0761727266,-11.1270833333,1175.676,784.33,64857.8,784.33,64860,0.1,0.1%,67
70,24.0687722926,-11.1229389593,1174.876,929.37,65787.1,929.37,65789.4,0.0,0.1%,68
71,24.0613907248,-11.1270833333,1171.407,927.58,66714.7,927.58,66717,0.2,0.4%,70
72,24.0534298999,-11.1299034334,1170.097,923.9,67638.6,923.9,67640.9,0.1,0.1%,71
73,24.0448454642,-11.1312500000,1168.934,949.51,68588.1,949.51,68590.4,0.1,0.1%,72
74,24.0356912180,-11.1312500000,1166.188,1000,69588.1,1000,69590.4,0.2,0.3%,72
75,24.0265369717,-11.1312500000,1169.693,1000,70588.1,1000,70590.4,0.2,0.4%,72
76,24.0173827255,-11.1312500000,1169.065,1000,71588.1,1000,71590.4,0.0,0.1%,72
77,24.0088791145,-11.1297124478,1168.363,944.37,72532.5,944.37,72534.8,0.0,0.1%,73
78,24.0024467899,-11.1232801232,1162.945,1000,73532.5,1000,73534.8,0.3,0.5%,73
79,23.9977402805,-11.1272597195,1162.81,676.85,74209.3,676.85,74211.6,0.0,0.0%,76
80,23.9937500000,-11.1346821895,1162.005,929.58,75138.9,929.58,75141.2,0.0,0.1%,77
81,23.9878401254,-11.1413265412,1163.97,978.24,76117.1,978.24,76119.4,0.1,0.2%,78
82,23.9814076460,-11.1477590207,1162.018,1000,77117.1,1000,77119.4,0.1,0.2%,78
83,23.9749749502,-11.1541917164,1163.886,1000,78117.2,1000,78119.5,0.1,0.2%,79
84,23.9685422491,-11.1606244176,1163.28,1000,79117.2,1000,79119.5,0.0,0.1%,79
85,23.9621095479,-11.1670571187,1159.322,1000,80117.2,1000,80119.5,0.2,0.4%,79
86,23.9556768468,-11.1734898199,1161.122,999.99,81117.1,999.99,81119.5,0.1,0.2%,79
87,23.9520833333,-11.1810734232,1159.015,926.15,82043.3,926.15,82045.6,0.1,0.2%,80
88,23.9448699527,-11.1854166667,1159.569,922.77,82966.1,922.77,82968.4,0.0,0.1%,82
89,23.9395833333,-11.1916623706,1159.058,900.38,83866.5,900.38,83868.8,0.0,0.1%,84
90,23.9346358162,-11.1986975172,1160.856,947.4,84813.9,947.4,84816.2,0.1,0.2%,85
91,23.9269127055,-11.2020833333,1157.714,922.88,85736.7,922.88,85739.1,0.2,0.3%,86
92,23.9180518041,-11.2027815292,1157.981,970.8,86707.5,970.8,86709.8,0.0,0.0%,87
93,23.9103793641,-11.2062873026,1162.208,923.31,87630.8,923.32,87633.2,0.3,0.5%,89
94,23.9039461293,-11.2127205374,1163.477,1000,88630.8,1000,88633.2,0.1,0.1%,89
95,23.8973419420,-11.2187500000,1159.926,982.34,89613.2,982.35,89615.5,0.2,0.4%,90
96,23.8898402128,-11.2226597872,1164.091,926.38,90539.6,926.39,90541.9,0.3,0.4%,91
97,23.8825559084,-11.2270833333,1162.407,933.92,91473.5,933.92,91475.8,0.1,0.2%,92
98,23.8751627508,-11.2312500000,1158.204,929.65,92403.1,929.66,92405.5,0.3,0.5%,94
99,23.8677695192,-11.2354166667,1157.07,929.64,93332.8,929.64,93335.1,0.1,0.1%,96
100,23.8603882327,-11.2396117673,1154.705,930.07,94262.8,930.07,94265.2,0.1,0.3%,97
101,23.8529827743,-11.2437500000,1155.4,929.23,95192.1,929.23,95194.4,0.0,0.1%,98
102,23.8455892608,-11.2479166667,1152.446,929.64,96121.7,929.65,96124.1,0.2,0.3%,100
103,23.8381956733,-11.2520833333,1147.264,929.64,97051.3,929.65,97053.7,0.3,0.6%,102
104,23.8312500000,-11.2566922189,1151.134,913.84,97965.2,913.85,97967.6,0.2,0.4%,104
105,23.8312500000,-11.2657324474,1146.888,1000,98965.2,1000,98967.6,0.2,0.4%,104
106,23.8312500000,-11.2747726759,1148.352,1000,99965.2,1000,99967.6,0.1,0.1%,104
107,23.8264604997,-11.2818728337,1143.136,943.56,100908.8,943.58,100911.2,0.3,0.6%,105
108,23.8200264823,-11.2883068511,1142.533,1000,101908.8,1000,101911.2,0.0,0.1%,105
109,23.8145833333,-11.2951422337,1141.272,961.7,102870.5,961.7,102872.9,0.1,0.1%,106
110,23.8145833333,-11.3041824407,1141.943,1000,103870.5,1000,103872.9,0.0,0.1%,106
111,23.8125861734,-11.3124138266,1141.994,936.27,104806.7,936.27,104809.1,0.0,0.0%,107
112,23.8061517965,-11.3188482035,1140.228,1000,105806.7,1000,105809.2,0.1,0.2%,107
113,23.7997174197,-11.3252825803,1140.793,999.99,106806.7,999.99,106809.1,0.0,0.1%,107
114,23.7932829293,-11.3317170707,1140.013,1000,107806.7,1000,107809.1,0.0,0.1%,108
115,23.7868483949,-11.3381516051,1140,1000,108806.7,1000,108809.1,0.0,0.0%,108
116,23.7833795133,-11.3457871534,1140.79,925.62,109732.3,925.62,109734.8,0.0,0.1%,110
117,23.7769447985,-11.3522218682,1140.775,1000,110732.3,1000,110734.8,0.0,0.0%,110
118,23.7694903225,-11.3562500000,1141.778,927.71,111660.1,927.71,111662.5,0.1,0.1%,111
119,23.7645833333,-11.3628726134,1139.186,907.5,112567.5,907.5,112570,0.2,0.3%,113
120,23.7604166667,-11.3702258382,1139.135,931.91,113499.5,931.91,113501.9,0.0,0.0%,115
121,23.7642304018,-11.3774362648,1138.285,899.69,114399.1,899.69,114401.6,0.1,0.1%,117
122,23.7604166667,-11.3849324884,1137.3,927.82,115327,927.83,115329.4,0.1,0.1%,118
123,23.7665071535,-11.3915071535,1136.612,985.29,116312.3,985.29,116314.7,0.0,0.1%,119
124,23.7675236826,-11.3991429841,1135,851.91,117164.2,851.91,117166.6,0.1,0.2%,121
125,23.7596071225,-11.4020833333,1137.347,923.19,118087.4,923.19,118089.8,0.1,0.3%,122
126,23.7504443075,-11.4020833333,1137.312,1000,119087.4,1000,119089.8,0.0,0.0%,122
127,23.7412814924,-11.4020833333,1136.169,1000,120087.4,1000,120089.8,0.1,0.1%,122
128,23.7338846379,-11.4062500000,1135.159,929.57,121016.9,929.58,121019.4,0.1,0.1%,124
129,23.7247216893,-11.4062500000,1135.22,1000,122016.9,1000,122019.4,0.0,0.0%,124
130,23.7197509799,-11.4114176466,1133.271,788.06,122805,788.07,122807.4,0.1,0.2%,126
131,23.7229166667,-11.4191764623,1132.747,925.19,123730.2,925.19,123732.6,0.0,0.1%,127
132,23.7191437160,-11.4266896173,1135.009,927.49,124657.7,927.49,124660.1,0.1,0.2%,128
133,23.7145833333,-11.4338840818,1127.919,938.63,125596.3,938.65,125598.8,0.4,0.8%,129
134,23.7092386955,-11.4407613045,1124.012,958.58,126554.9,958.59,126557.3,0.2,0.4%,130
135,23.7057692612,-11.4483974055,1118.915,925.65,127480.5,925.66,127483,0.3,0.6%,132
136,23.7020833333,-11.4559459715,1107.473,926.82,128407.3,926.89,128409.9,0.7,1.2%,133
137,23.6988302221,-11.4636697779,1099.005,925.19,129332.5,925.23,129335.1,0.5,0.9%,134
138,23.6979166667,-11.4723402309,1098.601,964.28,130296.8,964.28,130299.4,0.0,0.0%,135
139,23.6936167110,-11.4769500444,1097.253,692.92,130989.7,692.92,130992.3,0.1,0.2%,137
140,23.6861618461,-11.4729166667,1097.921,927.72,131917.5,927.72,131920.1,0.0,0.1%,138
141,23.6782632089,-11.4759034578,1097.179,922.97,132840.4,922.97,132843,0.0,0.1%,140
142,23.6747935405,-11.4835397928,1096.864,925.67,133766.1,925.67,133768.7,0.0,0.0%,142
143,23.6687500000,-11.4901348379,1096.571,983.36,134749.5,983.36,134752.1,0.0,0.0%,143
144,23.6648875951,-11.4976124049,1096.826,928.31,135677.8,928.31,135680.4,0.0,0.0%,144
145,23.6572104390,-11.5011228943,1095.051,923.21,136601,923.22,136603.6,0.1,0.2%,146
146,23.6484517309,-11.5020833333,1096.091,961.45,137562.4,961.45,137565,0.1,0.1%,147
147,23.6392856964,-11.5020833333,1094.296,1000,138562.4,1000,138565,0.1,0.2%,147
148,23.6316971327,-11.4983637994,1095.014,924.51,139487,924.51,139489.6,0.0,0.1%,148
149,23.6244878309,-11.5020833333,1094.643,887.65,140374.6,887.65,140377.2,0.0,0.0%,150
150,23.6153217964,-11.5020833333,1094.047,1000,141374.6,1000,141377.2,0.0,0.1%,150
151,23.6061557619,-11.5020833333,1093.109,1000,142374.6,1000,142377.2,0.1,0.1%,150
152,23.5969897274,-11.5020833333,1093.006,1000,143374.6,1000,143377.2,0.0,0.0%,150
153,23.5895885430,-11.5062447903,1094.019,929.45,144304.1,929.45,144306.7,0.1,0.1%,151
154,23.5819112364,-11.5097554302,1092.65,923.21,145227.3,923.21,145229.9,0.1,0.1%,153
155,23.5754747720,-11.5129747720,1092.648,787.33,146014.6,787.33,146017.2,0.0,0.0%,154
156,23.5690383077,-11.5065383077,1092,1000,147014.6,1000,147017.2,0.0,0.1%,154
157,23.5599944097,-11.5062500000,1092.033,987.18,148001.8,987.18,148004.4,0.0,0.0%,155
158,23.5508282404,-11.5062500000,1091,1000,149001.8,1000,149004.4,0.1,0.1%,155
159,23.5416620711,-11.5062500000,1091.171,1000,150001.8,1000,150004.4,0.0,0.0%,155
160,23.5333657337,-11.5041990670,1090.851,933.11,150934.9,933.11,150937.5,0.0,0.0%,156
161,23.5250969698,-11.5020833333,1091.067,931.97,151866.9,931.97,151869.5,0.0,0.0%,157
162,23.5159309353,-11.5020833333,1090,1000,152866.9,1000,152869.5,0.1,0.1%,157
163,23.5085320302,-11.4979166667,1090,929.53,153796.4,929.53,153799,0.0,0.0%,159
164,23.5011332011,-11.4937500000,1089.224,929.54,154725.9,929.54,154728.5,0.0,0.1%,161
165,23.4919674360,-11.4937500000,1088.865,1000,155725.9,1000,155728.5,0.0,0.0%,161
166,23.4835804000,-11.4919137334,1089,937.32,156663.2,937.32,156665.8,0.0,0.0%,162
167,23.4759033860,-11.4884033860,1088.181,923.22,157586.5,923.22,157589.1,0.1,0.1%,164
168,23.4680044116,-11.4854166667,1088.041,922.97,158509.4,922.97,158512,0.0,0.0%,165
169,23.4588389158,-11.4854166667,1088.172,1000,159509.4,1000,159512,0.0,0.0%,165
170,23.4503910511,-11.4837243844,1088,940.52,160450,940.52,160452.6,0.0,0.0%,166
171,23.4422749284,-11.4812500000,1087.034,926.85,161376.8,926.86,161379.4,0.1,0.1%,167
172,23.4337965583,-11.4828701084,1086.39,942.24,162319,942.24,162321.7,0.0,0.1%,168
173,23.4273602944,-11.4893063723,1086.472,1000,163319.1,1000,163321.7,0.0,0.0%,169
174,23.4209239672,-11.4957426995,1087.176,1000,164319.1,1000,164321.7,0.0,0.1%,169
175,23.4144876400,-11.5021790267,1087.004,1000,165319.1,1000,165321.7,0.0,0.0%,169
176,23.4080513128,-11.5086153539,1087.141,999.99,166319.1,999.99,166321.7,0.0,0.0%,169
177,23.4062500000,-11.5169267282,1087.014,940.16,167259.2,940.16,167261.8,0.0,0.0%,171
178,23.4011115450,-11.5238884550,1087.033,952.51,168211.7,952.51,168214.3,0.0,0.0%,172
179,23.3946748974,-11.5303251026,1088.301,1000,169211.7,1000,169214.3,0.1,0.1%,172
180,23.3876676568,-11.5354166667,1086.949,949.48,170161.2,949.49,170163.8,0.1,0.1%,173
181,23.3802679488,-11.5395833333,1086.002,929.52,171090.7,929.52,171093.3,0.1,0.1%,175
182,23.3711006992,-11.5395833333,1086.169,1000,172090.7,1000,172093.3,0.0,0.0%,175
183,23.3645833333,-11.5446201744,1086.042,903.25,172994,903.25,172996.6,0.0,0.0%,177
184,23.3604936597,-11.5520063403,1085.051,930.9,173924.9,930.9,173927.5,0.1,0.1%,178
185,23.3562500000,-11.5593302302,1085.995,933.07,174858,933.07,174860.6,0.1,0.1%,179
186,23.3562500000,-11.5683702765,1086.148,1000,175858,1000,175860.6,0.0,0.0%,180
187,23.3500831050,-11.5749168950,1085.762,988.37,176846.3,988.37,176848.9,0.0,0.0%,181
188,23.3436458141,-11.5813541859,1086.14,1000,177846.3,1000,177848.9,0.0,0.0%,181
189,23.3372085232,-11.5877914768,1086.043,1000,178846.3,1000,178848.9,0.0,0.0%,181
190,23.3307712323,-11.5942287677,1086.099,999.99,179846.3,999.99,179848.9,0.0,0.0%,181
191,23.3243339414,-11.6006660586,1088.335,999.98,180846.3,999.98,180848.9,0.1,0.2%,181
192,23.3208635959,-11.6083030708,1086.73,925.7,181772,925.71,181774.6,0.1,0.2%,183
193,23.3144260278,-11.6144260278,1087.712,975.52,182747.5,975.52,182750.1,0.1,0.1%,184
194,23.3069579524,-11.6104166667,1085.484,927.37,183674.9,927.37,183677.5,0.1,0.2%,185
195,23.2977883963,-11.6104166667,1088.133,1000,184674.9,1000,184677.5,0.2,0.3%,185
196,23.2886188401,-11.6104166667,1088.432,1000,185674.9,1000,185677.5,0.0,0.0%,185
197,23.2812175211,-11.6145833333,1086.314,929.49,186604.4,929.49,186607,0.1,0.2%,187
198,23.2723066939,-11.6151933061,1086.314,974.11,187578.5,974.11,187581.1,0.0,0.0%,188
199,23.2716309739,-11.6216309739,1086.757,715.93,188294.4,715.93,188297,0.0,0.1%,189
200,23.2770833333,-11.6284669844,1087.148,961.96,189256.4,961.96,189259,0.0,0.0%,190
201,23.2726274147,-11.6357059186,1086.206,936.66,190193,936.66,190195.7,0.1,0.1%,191
202,23.2661895607,-11.6370228940,1087.356,716.98,190910,716.98,190912.6,0.1,0.2%,192
203,23.2577009383,-11.6354166667,1086.063,942.55,191852.6,942.55,191855.2,0.1,0.1%,193
204,23.2502991448,-11.6312500000,1085.814,929.48,192782.1,929.48,192784.7,0.0,0.0%,195
205,23.2419099161,-11.6294099161,1084.282,937.21,193719.3,937.21,193721.9,0.1,0.2%,196
206,23.2342306396,-11.6282693604,1082.802,846.87,194566.1,846.87,194568.8,0.1,0.2%,198
207,23.2263255107,-11.6312500000,1080.295,922.95,195489.1,922.95,195491.7,0.2,0.3%,199
208,23.2171552733,-11.6312500000,1079.984,1000,196489.1,1000,196491.7,0.0,0.0%,199
209,23.2087095783,-11.6329570883,1081,940.15,197429.2,940.15,197431.9,0.1,0.1%,200
210,23.2010301782,-11.6364698218,1081,923.18,198352.4,923.18,198355,0.0,0.0%,202
211,23.1945922872,-11.6429077128,1079.318,1000,199352.4,1000,199355,0.1,0.2%,202
212,23.1881542954,-11.6493457046,1079.449,1000,200352.4,1000,200355,0.0,0.0%,203
213,23.1817162886,-11.6557837114,1082.264,1000,201352.4,1000,201355,0.2,0.3%,203
214,23.1782455700,-11.6634210967,1081.171,925.73,202278.1,925.73,202280.8,0.1,0.1%,205
215,23.1718073777,-11.6698592890,1081.005,1000,203278.1,1000,203280.8,0.0,0.0%,205
216,23.1639338201,-11.6729166667,1081.406,922.69,204200.8,922.69,204203.5,0.0,0.0%,206
217,23.1552056051,-11.6739610616,1081.571,958.64,205159.5,958.64,205162.1,0.0,0.0%,207
218,23.1475255247,-11.6774744753,1082.719,923.17,206082.6,923.17,206085.3,0.1,0.1%,209
219,23.1437500000,-11.6849888092,1083.552,927.58,207010.2,927.58,207012.9,0.1,0.1%,210
220,23.1405837730,-11.6927495603,1083.364,925.3,207935.5,925.3,207938.2,0.0,0.0%,211
221,23.1341451393,-11.6991881941,1083.526,1000,208935.5,1000,208938.2,0.0,0.0%,211
222,23.1277065055,-11.7056268278,1084.56,1000,209935.5,1000,209938.2,0.1,0.1%,211
223,23.1212678717,-11.7120654616,1083.684,1000,210935.5,1000,210938.2,0.1,0.1%,211
224,23.1148292379,-11.7185040954,1083.667,999.98,211935.5,999.98,211938.2,0.0,0.0%,211
225,23.1075300948,-11.7229166667,1082.55,933.49,212869,933.49,212871.7,0.1,0.1%,212
226,23.0983568442,-11.7229166667,1083.918,1000,213869,1000,213871.7,0.1,0.1%,213
227,23.0893027500,-11.7231972500,1082.035,987.5,214856.5,987.5,214859.2,0.1,0.2%,215
228,23.0817797621,-11.7270833333,1084.454,925.93,215782.4,925.94,215785.1,0.1,0.3%,216
229,23.0743758530,-11.7312500000,1082.675,929.44,216711.9,929.44,216714.5,0.1,0.2%,218
230,23.0662598734,-11.7337401266,1084.143,926.6,217638.5,926.61,217641.1,0.1,0.2%,219
231,23.0627887304,-11.7413779362,1082.058,925.75,218564.2,925.76,218566.9,0.1,0.2%,221
232,23.0593175489,-11.7490157844,1082.238,925.76,219490,925.76,219492.6,0.0,0.0%,223
233,23.0562500000,-11.7568167068,1081.136,925.46,220415.4,925.46,220418.1,0.1,0.1%,224
234,23.0562500000,-11.7658566298,1081.364,1000,221415.4,1000,221418.1,0.0,0.0%,225
235,23.0518716141,-11.7731283859,1081.57,935.31,222350.8,935.31,222353.4,0.0,0.0%,226
236,23.0454321866,-11.7795678134,1078.231,1000,223350.8,1000,223353.4,0.2,0.3%,226
237,23.0389927527,-11.7848260861,1081.157,911.54,224262.3,911.55,224265,0.2,0.3%,227
238,23.0313367955,-11.7812500000,1081.69,923.44,225185.7,923.44,225188.4,0.0,0.1%,228
239,23.0248714652,-11.7792952015,1083.267,737.09,225922.8,737.09,225925.5,0.1,0.2%,230
240,23.0182968715,-11.7854166667,1078.935,985.9,226908.7,985.91,226911.4,0.3,0.4%,232
241,23.0107501013,-11.7815834347,1080.097,925.38,227834.1,925.38,227836.8,0.1,0.1%,233
242,23.0017165727,-11.7812500000,1084.033,985.25,228819.4,985.26,228822.1,0.2,0.4%,234
243,22.9941440765,-11.7850225902,1081.517,924.83,229744.2,924.83,229746.9,0.2,0.3%,235
244,22.9895833333,-11.7922207915,1078.667,938.68,230682.9,938.68,230685.6,0.2,0.3%,236
245,22.9872011664,-11.8002988336,1078.787,930.55,231613.4,930.55,231616.1,0.0,0.0%,237
246,22.9807614558,-11.8057614559,1080.016,926.11,232539.5,926.11,232542.2,0.1,0.1%,238
247,22.9731483591,-11.8020833333,1080.136,924.08,233463.6,924.08,233466.3,0.0,0.0%,239
248,22.9666394702,-11.8083605298,1080.057,992.64,234456.3,992.64,234458.9,0.0,0.0%,240
249,22.9601996675,-11.8148003325,1079.781,1000,235456.3,1000,235458.9,0.0,0.0%,240
250,22.9562500000,-11.8222455309,1078.962,929.28,236385.5,929.28,236388.2,0.1,0.1%,241
251,22.9532564372,-11.8300768962,1077.62,925.7,237311.2,925.7,237313.9,0.1,0.1%,242
252,22.9520833333,-11.8386431830,1077.567,956.19,238267.4,956.19,238270.1,0.0,0.0%,243
253,22.9492813384,-11.8465519950,1078.643,926.63,239194.1,926.63,239196.7,0.1,0.1%,244
254,22.9458095316,-11.8541904684,1077.857,925.79,240119.8,925.79,240122.5,0.0,0.1%,246
255,22.9393691869,-11.8606308131,1074.559,1000,241119.8,1000,241122.5,0.2,0.3%,247
256,22.9318713169,-11.8645833333,1076.971,926.59,242046.4,926.6,242049.1,0.1,0.3%,248
257,22.9244644916,-11.8604166667,1074.444,929.38,242975.8,929.38,242978.5,0.2,0.3%,250
258,22.9163196646,-11.8628470021,1075.024,927.27,243903.1,927.27,243905.8,0.0,0.1%,251
259,22.9086364365,-11.8663635635,1077.633,923.11,244826.2,923.11,244828.9,0.2,0.3%,253
260,22.9021959748,-11.8728040252,1077.115,1000,245826.2,1000,245828.9,0.0,0.1%,253
261,22.8930656216,-11.8729166667,1076.783,994.86,246821.1,994.86,246823.8,0.0,0.0%,254
262,22.8838873856,-11.8729166667,1076.459,1000,247821.1,1000,247823.8,0.0,0.0%,254
263,22.8747091496,-11.8729166667,1076.332,1000,248821.1,1000,248823.8,0.0,0.0%,254
264,22.8673020336,-11.8770833333,1073.196,929.37,249750.4,929.38,249753.2,0.2,0.3%,256
265,22.8604166667,-11.8817639439,1074.64,911.5,250661.9,911.51,250664.7,0.1,0.2%,258
266,22.8565784424,-11.8892548910,1074.737,928.19,251590.1,928.19,251592.9,0.0,0.0%,259
267,22.8501377208,-11.8956956126,1075.022,1000,252590.1,1000,252592.8,0.0,0.0%,259
268,22.8419029557,-11.8979166667,1073.025,930.16,253520.3,930.17,253523,0.1,0.2%,260
269,22.8347700901,-11.9027299099,1074.66,941.99,254462.3,941.99,254465,0.1,0.2%,261
270,22.8283291792,-11.9091708208,1074.661,1000,255462.3,1000,255465,0.0,0.0%,261
271,22.8218882683,-11.9156117317,1074.203,999.99,256462.3,999.99,256465,0.0,0.0%,261
272,22.8145833333,-11.9192821170,1071.831,893.37,257355.6,893.37,257358.4,0.2,0.3%,263
273,22.8154658757,-11.9279658757,1073.424,965.41,258321.1,965.41,258323.8,0.1,0.2%,264
274,22.8155929532,-11.9344070468,1073.058,712.67,259033.7,712.67,259036.5,0.0,0.1%,265
275,22.8145833333,-11.9430395377,1073.024,961.25,259995,961.25,259997.7,0.0,0.0%,266
276,22.8086482154,-11.9496851179,1075.903,978.97,260973.9,978.97,260976.7,0.2,0.3%,267
277,22.8051758088,-11.9573241912,1075.998,925.83,261899.8,925.83,261902.5,0.0,0.0%,269
