"ID","X","Y","Elevation","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
58,23.4012803787,-18.1727915107,956.032,924.84,46658.2,924.84,46658.3,0.0,0.0%,255
59,23.3941477499,-18.1684250155,957.142,896.14,47554.4,896.14,47554.4,0.1,0.1%,262
60,23.3898527796,-18.1621132832,956.394,833.39,48387.8,833.4,48387.8,0.1,0.1%,268
61,23.3835522156,-18.1620122322,957.324,666.74,49054.5,666.74,49054.5,0.1,0.1%,273
62,23.3823481789,-18.1543912583,957,853.07,49907.6,853.07,49907.6,0.0,0.0%,281
63,23.3815549939,-18.1472426104,956.914,795.67,50703.3,795.67,50703.3,0.0,0.0%,289
64,23.3805475826,-18.1392121167,957.218,895.2,51598.5,895.2,51598.5,0.0,0.0%,293
65,23.3748397811,-18.1348438197,957.189,773.69,52372.2,773.69,52372.2,0.0,0.0%,299
66,23.3669716827,-18.1305991878,957.166,956.04,53328.2,956.04,53328.2,0.0,0.0%,302
67,23.3661916665,-18.1236289779,957.008,775.88,54104.1,775.88,54104.1,0.0,0.0%,308
68,23.3660124890,-18.1182292544,957.004,597.95,54702,597.95,54702,0.0,0.0%,311
69,23.3618723366,-18.1181309368,957.295,438.3,55140.3,438.3,55140.3,0.0,0.1%,321
70,23.3582525537,-18.1129181557,958.179,692.57,55832.9,692.57,55832.9,0.1,0.1%,327
71,23.3502488258,-18.1093566012,957.798,934.33,56767.2,934.33,56767.2,0.0,0.0%,331
72,23.3505087982,-18.1031703184,958.025,685.26,57452.5,685.26,57452.5,0.0,0.0%,337
73,23.3491535317,-18.0976513850,958.16,627.46,58080,627.46,58080,0.0,0.0%,345
74,23.3446817057,-18.0939780382,959.011,623.97,58703.9,623.97,58703.9,0.1,0.1%,354
75,23.3417061778,-18.0903098596,959,513.84,59217.8,513.84,59217.8,0.0,0.0%,363
76,23.3366955694,-18.0867431726,959.406,661.17,59878.9,661.17,59879,0.0,0.1%,368
77,23.3317536875,-18.0846984939,959.961,569.97,60448.9,569.97,60448.9,0.1,0.1%,375
78,23.3245259110,-18.0811885761,959.112,858.08,61307,858.08,61307,0.1,0.1%,382
79,23.3223000475,-18.0762421080,960.178,596.03,61903,596.03,61903,0.1,0.2%,387
80,23.3213422593,-18.0694639943,961.189,757.03,62660.1,757.03,62660.1,0.1,0.1%,392
81,23.3230541353,-18.0618703645,959.216,859.79,63519.8,859.79,63519.9,0.1,0.2%,399
82,23.3236700379,-18.0554195104,959.631,716.96,64236.8,716.96,64236.8,0.0,0.1%,403
83,23.3298471659,-18.0562903526,959.236,661.05,64897.8,661.05,64897.9,0.0,0.1%,409
84,23.3338276977,-18.0507498545,960.088,744.08,65641.9,744.08,65641.9,0.1,0.1%,413
85,23.3252223116,-18.0498287970,959.617,916.78,66558.7,916.78,66558.7,0.0,0.1%,416
86,23.3205113869,-18.0446545968,959.369,759.44,67318.1,759.44,67318.2,0.0,0.0%,420
87,23.3185373072,-18.0376626526,960.638,801.6,68119.7,801.61,68119.8,0.1,0.2%,423
88,23.3116575584,-18.0400543828,959.897,775.05,68894.8,775.05,68894.8,0.1,0.1%,427
89,23.3079867959,-18.0333168703,959.751,840.92,69735.7,840.92,69735.7,0.0,0.0%,430
90,23.3131933653,-18.0267037029,961.276,916.35,70652.1,916.35,70652.1,0.1,0.2%,434
91,23.3150692713,-18.0213586854,960.018,624.05,71276.1,624.05,71276.1,0.1,0.2%,439
92,23.3102529021,-18.0147110982,960.248,895.25,72171.4,895.25,72171.4,0.0,0.0%,445
93,23.3061089173,-18.0095567777,960,719.74,72891.1,719.74,72891.1,0.0,0.0%,451
94,23.3086562166,-18.0037658382,960,695.4,73586.5,695.4,73586.5,0.0,0.0%,457
95,23.3034650075,-18.0025323672,960,566.46,74153,566.46,74153,0.0,0.0%,460
96,23.2968486839,-18.0058395076,960.071,790.53,74943.5,790.53,74943.5,0.0,0.0%,464
97,23.2961313133,-17.9986075549,960,804.03,75747.5,804.03,75747.6,0.0,0.0%,469
98,23.3005776384,-17.9946265481,961,644.89,76392.4,644.9,76392.5,0.1,0.2%,474
99,23.2952166073,-17.9899484049,961,768.42,77160.9,768.42,77160.9,0.0,0.0%,478
100,23.2891577823,-17.9846395282,961.164,870.08,78030.9,870.08,78031,0.0,0.0%,485
101,23.2887450756,-17.9787474754,961.099,653.6,78684.5,653.6,78684.6,0.0,0.0%,489
102,23.2909559108,-17.9741880453,961.338,556.32,79240.9,556.32,79240.9,0.0,0.0%,495
103,23.2958476791,-17.9673402744,961.428,918.1,80159,918.1,80159,0.0,0.0%,502
104,23.2943103478,-17.9593560012,961.497,898.58,81057.5,898.58,81057.6,0.0,0.0%,509
105,23.2998525596,-17.9548460040,961.128,770.61,81828.1,770.61,81828.2,0.0,0.0%,514
106,23.3025301287,-17.9486801422,961.094,739.04,82567.2,739.04,82567.2,0.0,0.0%,520
107,23.3055362311,-17.9408867393,962,919.48,83486.7,919.48,83486.7,0.1,0.1%,524
108,23.3080841789,-17.9373643322,962.011,474.19,83960.8,474.19,83960.9,0.0,0.0%,529
109,23.3040173840,-17.9312251780,962.042,804.57,84765.4,804.57,84765.4,0.0,0.0%,534
110,23.3051918354,-17.9270899871,962.823,474.29,85239.7,474.29,85239.7,0.1,0.2%,539
111,23.3086679055,-17.9207197313,962.438,795.45,86035.2,795.45,86035.2,0.0,0.0%,544
112,23.3036985316,-17.9154030252,962.657,789.62,86824.8,789.62,86824.8,0.0,0.0%,550
113,23.3111204317,-17.9126847291,962.533,841.98,87666.8,841.98,87666.8,0.0,0.0%,555
114,23.3117403253,-17.9074211136,963,586.26,88253,586.26,88253.1,0.0,0.1%,562
115,23.3177495354,-17.9050947189,963.023,686.83,88939.9,686.83,88939.9,0.0,0.0%,570
116,23.3247823919,-17.9037115331,963.093,760.78,89700.6,760.78,89700.7,0.0,0.0%,575
117,23.3281451505,-17.8987915116,963,650.77,90351.4,650.77,90351.4,0.0,0.0%,581
118,23.3274074324,-17.8924735108,963.213,703.63,91055,703.63,91055.1,0.0,0.0%,586
119,23.3304946478,-17.8845974098,963.933,931.09,91986.1,931.09,91986.1,0.0,0.1%,591
120,23.3380781953,-17.8834131833,963.317,814.28,92800.4,814.28,92800.4,0.0,0.1%,598
121,23.3331989846,-17.8792914497,963.265,689.55,93489.9,689.55,93490,0.0,0.0%,602
122,23.3292416756,-17.8749390277,964.024,638.7,94128.7,638.7,94128.7,0.1,0.1%,608
123,23.3216045372,-17.8721867698,964.949,864.81,94993.5,864.81,94993.5,0.1,0.1%,614
124,23.3187014459,-17.8660627618,964.457,744.36,95737.8,744.36,95737.8,0.0,0.1%,621
125,23.3233779690,-17.8603975651,964.205,799.26,96537.1,799.26,96537.1,0.0,0.0%,629
126,23.3245865348,-17.8539760224,964.169,722.18,97259.3,722.18,97259.3,0.0,0.0%,634
127,23.3289455626,-17.8513599186,964.122,545.26,97804.5,545.26,97804.5,0.0,0.0%,640
128,23.3306014491,-17.8470815302,963.832,505.01,98309.5,505.01,98309.6,0.0,0.1%,644
129,23.3360741554,-17.8413567879,963.667,859.05,99168.6,859.05,99168.6,0.0,0.0%,650
130,23.3384384651,-17.8359280724,964.189,651.02,99819.6,651.02,99819.6,0.0,0.1%,653
131,23.3338592338,-17.8334856987,964,555.61,100375.2,555.61,100375.2,0.0,0.0%,660
132,23.3334969131,-17.8295216486,964,440.41,100815.6,440.41,100815.6,0.0,0.0%,664
133,23.3318425295,-17.8223541569,963.145,812.44,101628.1,812.44,101628.1,0.1,0.1%,671
134,23.3337966077,-17.8187027428,963.66,454.13,102082.2,454.13,102082.2,0.1,0.1%,675
135,23.3408967987,-17.8144590612,963.372,887.24,102969.4,887.24,102969.4,0.0,0.0%,682
136,23.3424435341,-17.8087832454,964.024,649.24,103618.7,649.24,103618.7,0.1,0.1%,689
137,23.3400924644,-17.8044896920,964.202,536.61,104155.3,536.61,104155.3,0.0,0.0%,698
138,23.3436575930,-17.7970663273,965.945,904.38,105059.7,904.38,105059.7,0.1,0.2%,703
139,23.3442564393,-17.7883368745,965.125,968.24,106027.9,968.24,106027.9,0.0,0.1%,706
140,23.3407754478,-17.7815129892,966.091,840.62,106868.5,840.62,106868.5,0.1,0.1%,711
141,23.3456789767,-17.7761332813,966.98,790.49,107659,790.49,107659,0.1,0.1%,716
142,23.3457062209,-17.7688620845,966.003,804.77,108463.8,804.77,108463.8,0.1,0.1%,724
143,23.3520449141,-17.7690127830,966.936,672.37,109136.1,672.38,109136.2,0.1,0.1%,732
144,23.3585982689,-17.7691053375,966.075,695.01,109831.1,695.01,109831.2,0.1,0.1%,738
145,23.3650523375,-17.7669909586,967.43,723.31,110554.5,723.31,110554.5,0.1,0.2%,743
146,23.3688036105,-17.7626667184,967,622.34,111176.8,622.34,111176.8,0.0,0.1%,745
147,23.3651711674,-17.7551437124,967.72,917.42,112094.2,917.42,112094.2,0.0,0.1%,751
148,23.3687703834,-17.7518634517,967.484,526.78,112621,526.78,112621,0.0,0.0%,758
149,23.3704557088,-17.7469662696,968,570.72,113191.7,570.72,113191.7,0.1,0.1%,764
150,23.3678147705,-17.7418836179,968.022,628.41,113820.1,628.41,113820.2,0.0,0.0%,772
151,23.3709068277,-17.7389487118,967.4,461.58,114281.7,461.58,114281.7,0.1,0.1%,776
152,23.3742654189,-17.7318529828,968.112,862.35,115144.1,862.35,115144.1,0.0,0.1%,781
153,23.3820897895,-17.7313998870,967.935,831.4,115975.4,831.4,115975.5,0.0,0.0%,786
154,23.3827450087,-17.7258064396,968.053,622.96,116598.4,622.96,116598.4,0.0,0.0%,791
155,23.3829095467,-17.7215333681,968.023,473.25,117071.7,473.25,117071.7,0.0,0.0%,797
156,23.3824255824,-17.7166067548,968.045,547.67,117619.3,547.67,117619.4,0.0,0.0%,800
157,23.3850379284,-17.7099456316,968.145,787.59,118406.9,787.59,118407,0.0,0.0%,810
158,23.3836771701,-17.7029899992,968.31,783.25,119190.2,783.25,119190.2,0.0,0.0%,815
159,23.3851344034,-17.6961099112,968.007,777,119967.2,777,119967.2,0.0,0.0%,821
160,23.3857139573,-17.6914928785,967.881,514.68,120481.9,514.68,120481.9,0.0,0.0%,826
161,23.3914027695,-17.6884512345,968.045,691.06,121172.9,691.06,121172.9,0.0,0.0%,833
162,23.3942098602,-17.6828949605,967.5,683.27,121856.2,683.27,121856.2,0.0,0.1%,838
163,23.3955339707,-17.6773746623,968.431,626.91,122483.1,626.91,122483.1,0.1,0.1%,842
164,23.3962025149,-17.6758358097,968.14,184.49,122667.6,184.5,122667.6,0.1,0.2%,845
165,23.3951211520,-17.6696260425,968.865,696.79,123364.4,696.79,123364.4,0.1,0.1%,853
166,23.3978940457,-17.6642258695,969,666.16,124030.5,666.16,124030.6,0.0,0.0%,858
167,23.4039423805,-17.6597467588,969.931,810.93,124841.5,810.93,124841.5,0.1,0.1%,861
168,23.4103693797,-17.6554235747,969.214,833.07,125674.5,833.07,125674.6,0.0,0.1%,864
169,23.4126101990,-17.6516438986,970.536,481.17,126155.7,481.18,126155.7,0.2,0.3%,871
170,23.4060541407,-17.6507077221,970.086,703.35,126859,703.35,126859.1,0.0,0.1%,878
171,23.3983768781,-17.6502730989,969.657,816.07,127675.1,816.07,127675.2,0.0,0.1%,886
172,23.3995325866,-17.6454806196,969.951,544.41,128219.5,544.41,128219.6,0.0,0.1%,890
173,23.3939271713,-17.6415202078,970.025,738.88,128958.4,738.88,128958.4,0.0,0.0%,895
174,23.3856865857,-17.6388529311,970.001,922.96,129881.4,922.96,129881.4,0.0,0.0%,899
175,23.3883826828,-17.6323394833,970.695,775.59,130656.9,775.59,130657,0.1,0.1%,906
176,23.3850854512,-17.6295449395,970.389,467.01,131124,467.01,131124,0.0,0.1%,913
177,23.3807697201,-17.6243680833,970.646,733.52,131857.5,733.52,131857.5,0.0,0.0%,919
178,23.3859275363,-17.6233853568,970.227,558.09,132415.6,558.09,132415.6,0.0,0.1%,925
179,23.3909876839,-17.6219025805,971.003,561.54,132977.1,561.54,132977.1,0.1,0.1%,931
180,23.3928746155,-17.6181589425,970.763,460.19,133437.3,460.19,133437.3,0.0,0.1%,935
181,23.3887080637,-17.6134198919,971,686.04,134123.3,686.04,134123.4,0.0,0.0%,940
182,23.3835692253,-17.6101207693,971.129,656.35,134779.7,656.35,134779.7,0.0,0.0%,946
183,23.3837599530,-17.6035047659,971.148,732.51,135512.2,732.51,135512.2,0.0,0.0%,950
184,23.3747709671,-17.6023253349,971.246,962.97,136475.2,962.97,136475.2,0.0,0.0%,954
185,23.3731026378,-17.5956893648,971.335,755.49,137230.6,755.49,137230.7,0.0,0.0%,960
186,23.3746930385,-17.5901122698,972,639.92,137870.6,639.92,137870.6,0.1,0.1%,964
187,23.3702259868,-17.5845497294,972.58,777.08,138647.6,777.08,138647.7,0.0,0.1%,968
188,23.3672459125,-17.5811245596,972,493.73,139141.4,493.74,139141.4,0.1,0.1%,975
189,23.3625645451,-17.5831972204,972.162,547.33,139688.7,547.33,139688.7,0.0,0.0%,980
190,23.3592539877,-17.5772657343,971.472,744.62,140433.3,744.62,140433.4,0.1,0.1%,987
191,23.3575992208,-17.5712551798,972.07,688.02,141121.3,688.02,141121.4,0.0,0.1%,992
192,23.3499050341,-17.5680180154,971.101,891.93,142013.3,891.93,142013.3,0.1,0.1%,997
193,23.3434166570,-17.5723008561,973.046,836.14,142849.4,836.14,142849.4,0.1,0.2%,1001
194,23.3356399333,-17.5702574978,972.025,855.98,143705.4,855.98,143705.4,0.1,0.1%,1007
195,23.3332927545,-17.5665770439,972.905,477.51,144182.9,477.51,144182.9,0.1,0.2%,1012
196,23.3284375537,-17.5726057751,973.076,843.13,145026,843.13,145026.1,0.0,0.0%,1016
197,23.3217065856,-17.5712012954,972.769,731.26,145757.3,731.26,145757.3,0.0,0.0%,1020
198,23.3147282039,-17.5721670996,974.11,748.48,146505.7,748.48,146505.8,0.1,0.2%,1025
199,23.3102588039,-17.5717990261,973,476.21,146981.9,476.21,146982,0.1,0.2%,1030
200,23.3040458406,-17.5708100533,973.233,668.58,147650.5,668.58,147650.6,0.0,0.0%,1036
201,23.2978866186,-17.5720252828,972.411,667.54,148318.1,667.54,148318.1,0.1,0.1%,1041
202,23.2942086401,-17.5693712528,972.881,488.6,148806.7,488.6,148806.7,0.1,0.1%,1048
203,23.2912819854,-17.5764477703,973.981,842.57,149649.2,842.57,149649.3,0.1,0.1%,1051
204,23.2890955513,-17.5690017968,973.099,856.15,150505.4,856.15,150505.4,0.1,0.1%,1055
205,23.2849528892,-17.5647117299,973.222,647.19,151152.6,647.19,151152.6,0.0,0.0%,1063
206,23.2874312790,-17.5569631194,973.826,897.04,152049.6,897.04,152049.7,0.0,0.1%,1068
207,23.2811086009,-17.5556523828,974.935,686.75,152736.4,686.75,152736.4,0.1,0.2%,1072
208,23.2766651810,-17.5486083849,975.149,911.22,153647.6,911.22,153647.6,0.0,0.0%,1075
209,23.2709796143,-17.5444999342,975.009,755.74,154403.3,755.74,154403.4,0.0,0.0%,1080
210,23.2632464663,-17.5488689603,974.158,952.85,155356.2,952.85,155356.2,0.1,0.1%,1084
211,23.2589874303,-17.5469246273,974.994,500.78,155857,500.78,155857,0.1,0.2%,1090
212,23.2550733630,-17.5501174027,974.208,545.49,156402.4,545.49,156402.5,0.1,0.1%,1094
213,23.2515132492,-17.5574781051,974.412,898.06,157300.5,898.06,157300.6,0.0,0.0%,1104
214,23.2503901525,-17.5531812875,974.553,490.27,157790.8,490.27,157790.8,0.0,0.0%,1107
215,23.2461243496,-17.5522963186,975,463.36,158254.1,463.37,158254.2,0.1,0.1%,1113
216,23.2411695891,-17.5567978445,975.51,724.52,158978.7,724.52,158978.7,0.0,0.1%,1119
217,23.2347715870,-17.5607089163,974.373,805.45,159784.1,805.45,159784.2,0.1,0.1%,1126
218,23.2284288852,-17.5597126923,974.237,682.34,160466.4,682.34,160466.5,0.0,0.0%,1134
219,23.2240221457,-17.5541141591,974.812,776.41,161242.9,776.41,161242.9,0.0,0.1%,1141
220,23.2198250976,-17.5551446540,975.135,459.96,161702.8,459.96,161702.9,0.0,0.1%,1148
221,23.2111484209,-17.5554431028,975.654,921.77,162624.6,921.77,162624.6,0.0,0.1%,1153
222,23.2051699978,-17.5521073151,975.121,734.28,163358.9,734.28,163358.9,0.0,0.1%,1158
223,23.1988807344,-17.5496681921,975.289,720.23,164079.1,720.23,164079.1,0.0,0.0%,1165
224,23.1988953005,-17.5456293937,976.278,447,164526.1,447,164526.1,0.1,0.2%,1172
225,23.1945792114,-17.5446942739,975.355,469.79,164995.9,469.8,164995.9,0.1,0.2%,1179
226,23.1964350293,-17.5383533028,976.437,728.93,165724.8,728.93,165724.9,0.1,0.1%,1186
227,23.1904521665,-17.5337253954,976.55,816.02,166540.8,816.02,166540.9,0.0,0.0%,1191
228,23.1860866386,-17.5304893938,976.279,585.78,167126.6,585.78,167126.7,0.0,0.0%,1198
229,23.1902765922,-17.5230388975,977,936.95,168063.6,936.95,168063.6,0.0,0.1%,1202
230,23.1905598726,-17.5157609179,976.885,806.05,168869.6,806.05,168869.7,0.0,0.0%,1209
231,23.1982341874,-17.5156220336,977.209,815.08,169684.7,815.08,169684.7,0.0,0.0%,1214
232,23.2023155094,-17.5079538314,977.484,952.94,170637.6,952.94,170637.7,0.0,0.0%,1220
233,23.1998419492,-17.5014552025,977.101,765.7,171403.3,765.7,171403.4,0.0,0.0%,1226
234,23.1967990876,-17.5003553660,977,345.31,171748.6,345.31,171748.7,0.0,0.0%,1234
235,23.1916308444,-17.4942445745,977,871.01,172619.7,871.01,172619.7,0.0,0.0%,1238
236,23.1876950826,-17.4930988582,976.275,436.8,173056.5,436.8,173056.5,0.1,0.2%,1245
237,23.1817814270,-17.4960718823,976.796,709.02,173765.5,709.02,173765.5,0.0,0.1%,1254
238,23.1767525749,-17.4975673920,977.086,559.13,174324.6,559.13,174324.7,0.0,0.1%,1258
239,23.1713737716,-17.4996577060,977.317,616.3,174940.9,616.3,174941,0.0,0.0%,1262
240,23.1682456058,-17.4946399051,977.017,647.13,175588,647.13,175588.1,0.0,0.0%,1269
241,23.1684030167,-17.4901556765,976.855,496.57,176084.6,496.57,176084.7,0.0,0.0%,1274
242,23.1646190439,-17.4839546951,977.348,795.3,176879.9,795.3,176880,0.0,0.1%,1281
243,23.1614560908,-17.4823085302,977.459,382.16,177262.1,382.16,177262.1,0.0,0.0%,1283
244,23.1543127498,-17.4825949249,977.237,759.35,178021.4,759.35,178021.5,0.0,0.0%,1293
245,23.1535804712,-17.4772980324,978.075,591.37,178612.8,591.37,178612.8,0.1,0.1%,1299
246,23.1488680041,-17.4767559984,978,504.11,179116.9,504.11,179117,0.0,0.0%,1301
247,23.1450234721,-17.4713349309,978.175,725.75,179842.6,725.75,179842.7,0.0,0.0%,1312
248,23.1376938539,-17.4740916486,978.133,836.17,180678.8,836.17,180678.9,0.0,0.0%,1317
249,23.1324764248,-17.4744452008,978.719,555.55,181234.4,555.55,181234.4,0.1,0.1%,1323
250,23.1291891651,-17.4712353894,979,498.11,181732.5,498.11,181732.5,0.0,0.1%,1330
251,23.1215553870,-17.4719220297,978.994,814.38,182546.8,814.38,182546.9,0.0,0.0%,1336
252,23.1210185773,-17.4673429044,978.74,509.99,183056.8,509.99,183056.9,0.0,0.0%,1340
253,23.1206950284,-17.4629088790,978.772,491.93,183548.8,491.93,183548.8,0.0,0.0%,1346
254,23.1195373783,-17.4591782966,978.15,430.8,183979.6,430.8,183979.6,0.1,0.1%,1352
255,23.1149152933,-17.4576160739,978.994,520.53,184500.1,520.53,184500.2,0.1,0.2%,1361
256,23.1148223522,-17.4518114067,978.081,642.5,185142.6,642.5,185142.7,0.1,0.1%,1366
257,23.1090545903,-17.4507242606,978.689,624.4,185767,624.4,185767.1,0.1,0.1%,1372
258,23.1056047560,-17.4487080888,978.007,429.06,186196.1,429.06,186196.1,0.1,0.2%,1379
259,23.1069114858,-17.4410431224,979,859.6,187055.7,859.6,187055.7,0.1,0.1%,1384
260,23.1001173563,-17.4407709434,979,722.39,187778,722.39,187778.1,0.0,0.0%,1391
261,23.0989775919,-17.4348179694,979,669.87,188447.9,669.87,188448,0.0,0.0%,1398
262,23.0975542086,-17.4284059534,979.088,725.58,189173.5,725.58,189173.6,0.0,0.0%,1405
263,23.0912416015,-17.4313713764,979,746.65,189920.1,746.65,189920.2,0.0,0.0%,1412
264,23.0882388846,-17.4254147130,979,732.38,190652.5,732.38,190652.6,0.0,0.0%,1418
265,23.0812053643,-17.4227466639,979.388,803.49,191456,803.49,191456.1,0.0,0.0%,1424
266,23.0735860062,-17.4191508917,979.673,902.05,192358.1,902.05,192358.1,0.0,0.0%,1428
267,23.0731129965,-17.4108409356,980,921.07,193279.1,921.07,193279.2,0.0,0.0%,1433
268,23.0704829797,-17.4154972371,980,586.22,193865.4,586.22,193865.4,0.0,0.0%,1438
269,23.0651432101,-17.4164784663,980,577.64,194443,577.64,194443.1,0.0,0.0%,1446
270,23.0610862767,-17.4134789494,980.092,544.06,194987.1,544.06,194987.1,0.0,0.0%,1452
271,23.0624112388,-17.4066624702,980.385,767.43,195754.5,767.43,195754.5,0.0,0.0%,1458
272,23.0592818942,-17.4009332539,980.011,715.97,196470.4,715.97,196470.5,0.0,0.1%,1464
273,23.0540642415,-17.3993567744,980.116,581.22,197051.7,581.22,197051.7,0.0,0.0%,1470
274,23.0490943468,-17.3992803558,980.28,528.16,197579.8,528.16,197579.9,0.0,0.0%,1476
275,23.0447977248,-17.3993128267,980.02,456.56,198036.4,456.56,198036.5,0.0,0.1%,1482
276,23.0401368559,-17.3958212062,981.135,628.18,198664.6,628.18,198664.6,0.1,0.2%,1492
277,23.0395122188,-17.3915203543,981.017,480.6,199145.2,480.6,199145.2,0.0,0.0%,1495
278,23.0373535786,-17.3887864176,981.076,379.69,199524.9,379.69,199524.9,0.0,0.0%,1501
279,23.0366155074,-17.3860839345,981,309.21,199834.1,309.21,199834.1,0.0,0.0%,1508
